ID1,measurement,value
A263156da,X2,3.3535374547108137
A263156da,X3,4.290434400434357
A263156da,X4,2.5941805053062232
A45f21eea,X1,-0.6502726535449497
A45f21eea,X2,1.0876737753398622
A45f21eea,X3,4.333255854324674
A45f21eea,X4,3.5820436346852174
Aae37a5f2,X1,0.08152615037546795
Aae37a5f2,X2,2.1900912832123693
Aae37a5f2,X3,3.2357402101788204
Aae37a5f2,X4,3.8990888694180623
Ae5297345,X1,1.262905661798017
Ae5297345,X2,0.28123037967111153
Ae5297345,X3,2.241078730748546
Ae5297345,X4,5.514328636846905
Aaaff23b6,X1,0.50162370311304
Aaaff23b6,X2,2.4941102273466345
Aaaff23b6,X3,1.8711321342435303
Aaaff23b6,X4,4.087943582536034
Aa4962bed,X1,2.076253206370147
Aa4962bed,X2,2.816189271531944
Aa4962bed,X3,3.761597351340489
Aa4962bed,X4,4.156786247639046
A1f1aa1ff,X1,-0.2844707924468044
A1f1aa1ff,X2,2.476942509297366
A1f1aa1ff,X3,1.8584664456280497
A1f1aa1ff,X4,3.4332000284914117
Af468bd45,X1,0.006325672507690894
Af468bd45,X2,2.3163858819558234
Af468bd45,X3,4.3016000625476085
Af468bd45,X4,3.7791168944783853
A1e81765f,X1,0.32831230629549135
A1e81765f,X2,0.40380403394182984
A1e81765f,X3,3.212382295887894
A1e81765f,X4,4.0172924559238306
A28d42d9b,X1,0.5826472142377985
A28d42d9b,X2,-0.4453435561335568
A28d42d9b,X3,3.3545562268927647
A28d42d9b,X4,3.7983349252636027
A1c5fb59a,X1,2.4642707631225362
A1c5fb59a,X2,0.29244770433785394
A1c5fb59a,X3,2.825737044834814
A1c5fb59a,X4,4.045083385045662
A1505c004,X1,0.8584567052795294
A1505c004,X2,2.3302856236229608
A1505c004,X3,3.2256493678321694
A1505c004,X4,4.089684325191734
Abe25fe4c,X1,0.17110808576444148
Abe25fe4c,X2,2.988415076092467
Abe25fe4c,X3,3.1082008751103523
Abe25fe4c,X4,3.786535151670374
Acc7d9084,X1,1.6857942980130984
Acc7d9084,X2,1.9905423904341988
Acc7d9084,X3,3.0763399524326323
Acc7d9084,X4,4.164519342693938
Acc3aeb7c,X1,-1.2590612309672173
Acc3aeb7c,X2,1.778251463008416
Acc3aeb7c,X3,1.9980665163230513
Acc3aeb7c,X4,3.165450810728144
A60258ecd,X1,1.5132903571749727
A60258ecd,X2,1.2210653383527792
A60258ecd,X3,2.155465316076519
A60258ecd,X4,3.9369474767735624
Af6ef7535,X1,0.09007000076221738
Af6ef7535,X2,2.307111656786502
Af6ef7535,X3,1.8856686271951233
Af6ef7535,X4,4.098198986761537
A16c3ea4d,X1,1.0992979337222113
A16c3ea4d,X2,3.7079578564834987
A16c3ea4d,X3,3.1780921130314304
A16c3ea4d,X4,3.9459265542602084
Ab1ea68d4,X1,0.45719098256292034
Ab1ea68d4,X2,2.113307330093673
Ab1ea68d4,X3,4.33306834897413
Ab1ea68d4,X4,3.0836948622979223
A69457629,X1,-0.08405436196364402
A69457629,X2,0.20888104424553533
A69457629,X3,2.666620861774991
A69457629,X4,5.67325548708107
A1a928512,X1,2.3658893940714725
A1a928512,X2,0.13240724630991396
A1a928512,X3,3.1130113610842876
A1a928512,X4,2.630627475248467
A8eb8f0a3,X1,1.1269105428341295
A8eb8f0a3,X2,2.3951518951331052
A8eb8f0a3,X3,4.556265129182666
A8eb8f0a3,X4,2.5302900325626867
Aa7e8fef8,X1,-2.46289377117272
Aa7e8fef8,X2,1.677033551433533
Aa7e8fef8,X3,0.6307686305180611
Aa7e8fef8,X4,3.2012965622751053
Ae7e15e3c,X1,0.7938015702327527
Ae7e15e3c,X2,3.185140222220417
Ae7e15e3c,X3,4.038484539366512
Ae7e15e3c,X4,3.489484701672521
A60d66a54,X1,0.40076825897891744
A60d66a54,X2,2.604292808009405
A60d66a54,X3,3.3939470577723543
A60d66a54,X4,4.510024469749251
A93df0f20,X1,-0.4362973271681432
A93df0f20,X2,2.5176339681311704
A93df0f20,X3,1.784781997046453
A93df0f20,X4,3.2755086002527123
Ab96ce038,X1,0.7962687959697781
Ab96ce038,X2,4.1374596446751895
Ab96ce038,X3,4.630240795055583
Ab96ce038,X4,2.116258653945024
A64bd117b,X1,2.4378629334110684
A64bd117b,X2,1.5774711336815912
A64bd117b,X3,3.8645878111101477
A64bd117b,X4,5.21051759590849
A68f68fb4,X1,1.978282487486434
A68f68fb4,X2,1.7091314499572903
A68f68fb4,X3,2.901786233645345
A68f68fb4,X4,4.876773293760335
A59ed0527,X1,1.5146822461571698
A59ed0527,X2,2.2617755932490486
A59ed0527,X3,2.4780957638893426
A59ed0527,X4,3.3416707802963797
Ae1dce7c1,X1,-0.1457035276473191
Ae1dce7c1,X2,2.0360620366690267
Ae1dce7c1,X3,1.2652283232994523
Ae1dce7c1,X4,4.698960588004511
A8eb5379d,X1,1.5357695369245858
A8eb5379d,X2,3.684763706009804
A8eb5379d,X3,0.548169899027636
A8eb5379d,X4,2.9426975757709473
Af0a2545b,X1,1.6014429866643927
Af0a2545b,X2,1.726876120006874
Af0a2545b,X3,3.8940277565504116
Af0a2545b,X4,3.417282401919845
A25b9dcd5,X1,3.1176313777107096
A25b9dcd5,X2,3.4949217336912257
A25b9dcd5,X3,0.6354346028111006
A25b9dcd5,X4,4.901986794287235
Aed03994e,X1,0.951851758162952
Aed03994e,X2,1.8705388458218917
Aed03994e,X3,4.600022327880133
Aed03994e,X4,3.9476760069700108
Afb5cabe3,X1,2.4186090882078584
Afb5cabe3,X2,1.7532091544864687
Afb5cabe3,X3,4.8776388207159185
Afb5cabe3,X4,3.138218840830619
A15d7526c,X1,0.04580401589580496
A15d7526c,X2,1.9332198163509466
A15d7526c,X3,3.178616901534374
A15d7526c,X4,2.97011076733076
A87c5eeea,X1,1.0023990634493845
A87c5eeea,X2,1.0389289342829036
A87c5eeea,X3,2.4593377221390953
A87c5eeea,X4,3.8293579599641356
A7f4227b0,X1,0.5551135942922425
A7f4227b0,X2,1.4235248138771959
A7f4227b0,X3,2.8081043556897307
A7f4227b0,X4,3.4732364007373517
A24101c4b,X1,3.2100817192604785
A24101c4b,X2,3.4497601880662394
A24101c4b,X3,3.5890144213423802
A24101c4b,X4,2.253542580349361
A13f82dc3,X1,0.03002454662365528
A13f82dc3,X2,1.9624319884827053
A13f82dc3,X3,3.677600580963016
A13f82dc3,X4,2.244148889770127
Aa3f1cbba,X1,1.4413075226609382
Aa3f1cbba,X2,0.9097839046280907
Aa3f1cbba,X3,3.0406827854768874
Aa3f1cbba,X4,3.1455373803705995
A36731925,X1,1.1153093752273278
A36731925,X2,0.3972340171315645
A36731925,X3,3.4377235125304857
A36731925,X4,4.749718996180865
A99848b57,X1,1.0607341132339612
A99848b57,X2,2.793324971912144
A99848b57,X3,4.993769089501135
A99848b57,X4,3.0153434853799825
A8ae3ceae,X1,1.7743120962879162
A8ae3ceae,X2,1.3995743465391473
A8ae3ceae,X3,0.8293070897106003
A8ae3ceae,X4,4.6756148468229615
Aa5408ddc,X1,0.655242532401515
Aa5408ddc,X2,1.5469016421670565
Aa5408ddc,X3,3.7332576674542706
Aa5408ddc,X4,5.571194221210713
Aee813eb0,X1,0.3563625844444208
Aee813eb0,X2,2.933824888244553
Aee813eb0,X3,1.1564780446221745
Aee813eb0,X4,1.9402023462744924
A00021885,X1,1.0326471642030863
A00021885,X2,2.6982601852283503
A00021885,X3,3.4415586638312488
A00021885,X4,5.0456732293968605
A7b67c3cc,X1,1.0646036288487204
A7b67c3cc,X2,1.6107798701437357
A7b67c3cc,X3,2.3145154986446492
A7b67c3cc,X4,3.763012764107452
Ad0080e30,X1,-0.7798178285982968
Ad0080e30,X2,1.5235616420194296
Ad0080e30,X3,3.37376336605418
Ad0080e30,X4,3.7193317373630235
A121ded72,X1,1.0309910674728684
A121ded72,X2,2.3264192221266207
A121ded72,X3,3.8085981468209757
A121ded72,X4,2.641746683238534
A2cfd7b2e,X1,0.5218705119264138
A2cfd7b2e,X2,1.222275439312865
A2cfd7b2e,X3,4.338122808226046
A2cfd7b2e,X4,4.255408203385055
A1cbc4c51,X1,-0.941145546730257
A1cbc4c51,X2,1.0334676139286523
A1cbc4c51,X3,2.9247950070274116
A1cbc4c51,X4,4.129262539212622
Af66276fa,X1,1.7749734456453405
Af66276fa,X2,2.1451362836059533
Af66276fa,X3,3.134316199607357
Af66276fa,X4,3.778846619570272
Aa5112a44,X1,1.7865092401547762
Aa5112a44,X2,-0.43334794039335467
Aa5112a44,X3,2.758715979836408
Aa5112a44,X4,3.4647916831681833
Ad95e79a0,X1,1.4878256089361082
Ad95e79a0,X2,2.902478959804988
Ad95e79a0,X3,3.782535141237149
Ad95e79a0,X4,3.265372708273937
A4ae444b4,X1,0.2529337008524717
A4ae444b4,X2,0.6598931682999183
A4ae444b4,X3,2.289718489146103
A4ae444b4,X4,3.7105901601914506
A799ed2c9,X1,0.9889709492790005
A799ed2c9,X2,1.8041253911765143
A799ed2c9,X3,3.905852046264058
A799ed2c9,X4,4.5321081982138365
A0bff4d8e,X1,-0.03359730103636194
A0bff4d8e,X2,1.6020317688483714
A0bff4d8e,X3,1.0233229315182832
A0bff4d8e,X4,3.949222541159691
A2a123841,X1,1.2345737086614825
A2a123841,X2,3.803180265742948
A2a123841,X3,4.160052130240982
A2a123841,X4,6.224812308874515
A64007104,X1,0.3753716356650897
A64007104,X2,0.9302281379493029
A64007104,X3,2.3082812381966265
A64007104,X4,2.943406230562001
A6e10803b,X1,0.7073178182434745
A6e10803b,X2,1.414091238515451
A6e10803b,X3,1.698704754687142
A6e10803b,X4,3.6531188949940328
Ab71e973d,X1,1.8793902029907357
Ab71e973d,X2,2.894865829479451
Ab71e973d,X3,1.3865529827415206
Ab71e973d,X4,4.20408284592582
A87aa67dd,X1,1.9241168779641105
A87aa67dd,X2,1.4176364836670818
A87aa67dd,X3,3.1976934679984392
A87aa67dd,X4,4.214476775415142
Ae7f5a35d,X1,0.3985125806536626
Ae7f5a35d,X2,2.590274729832489
Ae7f5a35d,X3,2.4925131316988463
Ae7f5a35d,X4,4.191726434475443
A5a9cf1b9,X1,0.4087616847548725
A5a9cf1b9,X2,0.9408710519024197
A5a9cf1b9,X3,2.4045647609915433
A5a9cf1b9,X4,4.791420151105087
A9f47c856,X1,1.4134172349788525
A9f47c856,X2,2.399905561605527
A9f47c856,X3,3.461673437555272
A9f47c856,X4,3.1031861382165142
A5cadd236,X1,0.7503021729116193
A5cadd236,X2,2.960712786256041
A5cadd236,X3,1.8246739256618134
A5cadd236,X4,3.163640731876703
A88b2a358,X1,2.6761710733532444
A88b2a358,X2,2.956375502719454
A88b2a358,X3,1.9867057375432495
A88b2a358,X4,6.405125789579124
Ab6475a3e,X1,1.6910894049911869
Ab6475a3e,X2,3.538183890450303
Ab6475a3e,X3,2.7880849869481716
Ab6475a3e,X4,5.431130288786768
A60660736,X1,0.16185442906023462
A60660736,X2,-0.4714129461844907
A60660736,X3,2.647482345680654
A60660736,X4,3.7091464616933414
Aa049625a,X1,1.2836576581428418
Aa049625a,X2,3.1909598275990634
Aa049625a,X3,2.3744817412021733
Aa049625a,X4,4.333157559867241
Afd147dc6,X1,2.4651248536406527
Afd147dc6,X2,0.9726660908382723
Afd147dc6,X3,4.361850208641512
Afd147dc6,X4,5.10431297905975
Ab2cb2bfd,X1,1.824783823691234
Ab2cb2bfd,X2,2.3585779109697453
Ab2cb2bfd,X3,2.142012557106287
Ab2cb2bfd,X4,2.9698314103005297
Ab9baeff9,X1,0.06210980860743043
Ab9baeff9,X2,3.410380490486075
Ab9baeff9,X3,2.987881031546952
Ab9baeff9,X4,3.4642741877895604
A01f2c371,X1,0.15934655260309638
A01f2c371,X2,0.7958817197809325
A01f2c371,X3,2.657525638631287
A01f2c371,X4,5.4315592686970415
Ad667809b,X1,2.7002819017003326
Ad667809b,X2,1.5855959703521656
Ad667809b,X3,1.3100690574235103
Ad667809b,X4,5.375291902590489
Aeed219ae,X1,0.5408066114932762
Aeed219ae,X2,1.133207695068199
Aeed219ae,X3,2.449728144322262
Aeed219ae,X4,4.146018447801466
Abca2b6bf,X1,1.5901488400584336
Abca2b6bf,X2,1.426052000766394
Abca2b6bf,X3,1.6078395184476015
Abca2b6bf,X4,4.708187486326235
A6c50eb13,X1,-0.6778404151084798
A6c50eb13,X2,2.716617852516973
A6c50eb13,X3,4.104868881461412
A6c50eb13,X4,3.885258787134797
A3cf2f911,X1,1.7359777585476817
A3cf2f911,X2,0.47984254096178813
A3cf2f911,X3,4.298986093692634
A3cf2f911,X4,6.787385269855305
A771a5f2e,X1,0.7445942554570557
A771a5f2e,X2,3.6112127225812265
A771a5f2e,X3,3.75084398414735
A771a5f2e,X4,3.2789158505702405
A39ece3db,X1,1.7248691780998309
A39ece3db,X2,2.1553704523192962
A39ece3db,X3,3.9833073309152085
A39ece3db,X4,5.662340270582238
A5c8c0c46,X1,1.7075158300463285
A5c8c0c46,X2,1.5714390270670973
A5c8c0c46,X3,3.1386276873449583
A5c8c0c46,X4,5.166060796594599
A9e3ed32e,X1,0.28668551421266797
A9e3ed32e,X2,2.346489569306535
A9e3ed32e,X3,0.21835466637268297
A9e3ed32e,X4,2.4010347633557534
Af884023f,X1,1.618646712248482
Af884023f,X2,2.161171856725575
Af884023f,X3,4.705657416790242
Af884023f,X4,3.2217612650451297
A8655b132,X1,-0.19227488996826603
A8655b132,X2,2.7945267288592928
A8655b132,X3,2.503172504872783
A8655b132,X4,2.6919788110247342
A7f720cb5,X1,1.0775862111858345
A7f720cb5,X2,2.279776288523391
A7f720cb5,X3,3.5656053476138037
A7f720cb5,X4,4.7486872867667484
A609a9410,X1,0.7062096871757074
A609a9410,X2,2.610258161339906
A609a9410,X3,4.833190511175583
A609a9410,X4,2.899585052520419
Aaa987df3,X1,-0.49145818023279086
Aaa987df3,X2,2.143319165394354
Aaa987df3,X3,3.9532522217960375
Aaa987df3,X4,3.092857397475556
Ac11fd8c4,X1,-0.5538314917788296
Ac11fd8c4,X2,2.462477088770912
Ac11fd8c4,X3,1.5585422235620972
Ac11fd8c4,X4,4.06198640450338
A0612af21,X1,3.4840747983788756
A0612af21,X2,2.9295687709535096
A0612af21,X3,4.1500873412081845
A0612af21,X4,3.435959262089682
A6a39c277,X1,1.6072504916517611
A6a39c277,X2,1.938687059204631
A6a39c277,X3,2.5083491766769894
A6a39c277,X4,4.365963431896966
A63f0e89e,X1,1.492906368894125
A63f0e89e,X2,2.3562862725085196
A63f0e89e,X3,3.452597944297048
A63f0e89e,X4,3.1540945773738587
A35e3fa33,X1,-0.4023994739903354
A35e3fa33,X2,1.859982551398268
A35e3fa33,X3,3.9579461272242185
A35e3fa33,X4,4.785817690978972
Adfff5857,X1,0.3014953657163919
Adfff5857,X2,-0.002404361455206061
Adfff5857,X3,2.265633041711638
Adfff5857,X4,4.172602622965088
A88841cb3,X1,-0.3251911981599309
A88841cb3,X2,0.7791311228931805
A88841cb3,X3,2.220192748578679
A88841cb3,X4,4.435814466210014
A0956d890,X1,-0.3080208418366841
A0956d890,X2,2.109540313925502
A0956d890,X3,4.029143004634301
A0956d890,X4,3.4997829965786025
Aa36fe772,X1,0.6974605580564839
Aa36fe772,X2,1.2672388135344728
