ID1,v1/mean,v1/sd,v1/median,v2/mean,v2/sd,v2/median,v3/mean,v3/sd,v3/median,v4/mean,v4/sd,v4/median
A7dd233f9,-0.21091852796529564,2.0541636012773012,4.02626058298375,0.9887352034815483,2.743140925738496,4.112985518203769,-2.465477481146658,4.406594985979052,6.776404527246526,-4.257287610722698,1.6951811813638882,2.0063204748353733
Afca2f470,0.44869697018197474,3.173381749769936,1.612688383149489,0.21791526174950449,0.7755351060667628,2.7710106354581145,-0.8144492395855567,-0.10562708978961632,5.969369593213415,-2.575376969062348,0.4517134564784788,3.773147722748812
Ad4959020,2.399860032914308,1.4473337330016114,3.6620051337841018,0.5400074230987323,3.291840877496753,5.761789025326184,2.967827124334282,4.966144966056289,4.354800939681813,0.480798979010326,3.887713680086159,0.8316554515131984
A789f32a4,0.16699877393500884,1.2121700198009813,1.8244700270822771,0.18954025939147257,3.849531120594117,3.5256700105402707,3.762464167427601,1.2065945875954993,2.8022883743180125,4.37236403693356,-0.018478963267268167,1.7678562194922638
Abedf5b36,1.6185917872129774,1.4191437398088993,1.7756348660952415,-0.08347920980472323,2.147678937205016,1.4699631573354295,0.8245453736743917,0.04042679669490945,1.8595002296320085,3.602660833909716,-0.1307337152712389,5.320576930688013
A05582fba,0.02260675653526434,0.8339700053899164,3.7389326804898877,0.4557891424040448,-0.08409198830659914,1.322414451619701,4.191630214354316,3.010771883574556,0.20555047180081276,1.1350960021367105,4.0694484174360674,6.213945303638633
Aa976f585,-0.5065723026739444,1.5047722744319432,3.1486642068774984,1.7613772725228614,0.7585075530680498,3.3552207742683353,1.4945139542239116,2.2843198808393126,1.0531085091867114,-0.8953362672339691,4.458615360183444,2.575498473915146
A59e5808a,0.517038308612751,3.1279604029415005,4.999726063817336,1.5208529507503636,3.38348832600193,1.0545109683112623,2.231569845342906,3.8965374364720526,3.662769279630923,-0.43011471542336976,3.4140070751455154,1.69470047796205
Af3f55603,-0.7424345922031497,2.962063673195763,1.3428214609539588,1.1560976030869954,2.5000951145674044,2.4993444768724324,-0.21830546371726656,3.3242259038416044,2.4086749044688394,0.5263053761367653,4.392686119931076,1.4604765990748767
A6d20803d,0.568967747255807,3.2930865633428548,3.4230843928130588,1.8533317510172345,3.87502015483186,1.5680483861375063,2.6313787989324604,1.5770873388521753,2.4970455737424975,-0.5595480053128237,5.162254235126764,4.329271015157955
A690671d8,0.5730352915287031,0.3974777458901435,2.8569766225280135,3.9124787638240752,2.9513822497782143,3.698299797397204,2.5777933170438114,0.39861954893921636,4.754940965303277,0.9685978930693017,-1.9392850534626809,1.3256474899414978
Af8a97049,2.3840018959121734,2.5297073662726586,3.328919368563273,1.965772024719588,2.817760163152473,3.3455651043114725,2.3789282611135807,2.491824779553512,2.0378098672025446,0.4885899966547995,-0.8710056671098498,2.8872563843810086
A64a7ccde,1.306832832894372,0.7818867914716021,3.5400879144522137,0.6080266922900681,2.3014801293053813,1.0579669187762364,0.3217215933882842,-0.2165709202676882,0.5617003683186308,1.6388000675744454,-3.462366375313846,4.439934388004099
A521ca32c,-0.42380366770762956,3.22350976638341,0.7314324564995522,3.5171113235188747,1.2728257198250694,5.947901300913967,1.8374969047095617,2.8549766982138367,-0.3638234063642889,1.3916934867608592,2.133587021758799,5.803551499584538
A46fd1e49,0.674259461905053,1.678739428149349,4.265639344637563,-0.52401583218792,1.9584092461529996,3.5127926275917285,-0.7415121952224253,4.146046843165741,3.8664145721192624,1.0105270529581811,2.4284040788465897,1.7264085026800948
A9517ecf8,-0.5473717589186977,2.7370834884703834,0.5489776067059102,0.5046449837615545,2.4529251155026257,1.4709148215489785,0.7619369059590718,-0.41534382692107474,1.6103035298855202,1.606368312702081,3.693269159304886,4.532542007220968
A520c9b4d,0.8287976027354009,1.787556104061247,1.9567878224284556,-1.134078194207432,3.149192857400718,0.47136596394828434,-1.712966576182883,-0.17635793465104355,2.2316177817677674,-1.678423253551646,2.5283267673290437,3.8036927566242538
A5d130d1e,-0.6711890759737633,1.6812613026468348,3.821905080154557,1.4920929000309529,1.695497173137693,4.517509781973089,2.918040149413004,2.555600032619802,1.9272684643160032,2.5724054751743317,2.1886958361904982,3.9316656927183553
Af653812d,2.2236899977577513,2.648532045657305,3.226475891018994,0.35067655339989967,3.161061298096548,3.8115114177960896,0.34714257071036725,1.820433499203801,3.2132591070861647,1.8347854192620003,0.07803662445507609,1.0952676901998943
A6659ac2c,1.9441789225697768,1.18757586346066,1.8377626135694003,2.5513419709771545,1.8083853160878445,4.0101928061607754,0.5058748482025153,1.3800782257117574,6.353188642660081,-0.8849195457049683,3.2797733899252606,3.4621894359834346
Aed69d2d2,0.9748550420180347,1.9003204950884793,3.8989238528846792,0.2482046687654752,0.3120136706397465,2.4894132512176985,2.069562286660454,1.824912393551891,6.205870655108937,-0.006296380445647953,5.4893894038129725,3.659770566077808
A54debc74,1.320632345246147,1.8713151032877238,2.262587587249116,0.14707657177557754,1.332004742551363,1.9779051464131425,0.8018196335488974,0.14608469481118114,2.28669288734057,-0.3106778811128239,2.2849317764919292,5.25534733452756
A9eb627e2,0.39739534000769206,3.381858327208463,2.1597246435949757,-2.9849089996208393,2.2266431546991163,1.8606016162733008,2.0912327978174177,1.6823024829230033,3.2672944524296614,2.4990237430604694,-0.4786211957615576,5.015358536121682
A650ddad8,2.694451233903095,0.6828072521605646,1.8440960885154056,-0.39772067592270055,1.3970858636434427,3.6163865677080347,-0.5523188830339687,0.39484901757372826,3.541433280661022,-2.5539958453173064,4.877830124268901,-0.38211298268925775
A5ed05d74,1.5607691768558172,2.2201641736272304,2.710733798510756,1.1659810863325712,2.8884011743907134,4.5994933570320775,2.8843027182473584,2.4735935911392644,2.7498113238868576,-0.36032777379520686,-0.41537607020240364,-0.06375599668041643
A9d9c7a23,0.12134347178939087,2.1588774641442665,3.0833476357319376,-0.12376248135062462,0.14499048801100423,1.8199996627665505,-1.6357472775895752,2.1232454062109523,2.743980041649701,1.1531833052673002,3.627132983833687,4.69881272188346
Ac14eab0a,1.216615877813099,2.0540712699854766,3.4544370849522097,-1.1087832203828114,1.3505321899497384,2.200085494524883,0.24011302052984018,1.5491132846326465,-0.403861980738613,2.103728069424278,3.870869544245413,3.9864798006160513
A15852371,1.3070059574079724,2.7475409627338707,3.7771041027044423,1.4521100492228067,1.4329025203496388,4.161902918605701,-1.2629838365771748,2.4113051460124124,6.895738816869507,0.9190582355391029,3.6136857108295075,2.3898353343308356
Ab9dbbcaa,1.0542906813643673,2.7705625701196057,2.337394300802782,-0.7509989852641041,3.7108900964861045,3.582795733239119,2.4808061501318184,2.8152838651103953,5.367383733261223,-0.6239368246672681,1.81193348439245,1.5767016711147492
A8800cd50,1.4828281078579018,1.7752936574068947,2.958174644123775,0.9482022128697538,1.4186729045653825,4.831443534602909,-1.2590729862445502,2.1276259958949115,1.4909928324177162,2.602415469889686,3.8196318182084323,1.9212706470501708
A13d1c7ec,1.9735010854702286,1.5990568210942626,2.0472436275804067,1.4178657084309523,0.5042587159560543,2.97224927034242,-1.4008896780736717,2.8269426611739075,1.178673669246995,2.6669003225930235,2.3827759416650944,-2.6259009800180273
Ac393511f,-0.3663879389506681,2.5560314342999733,4.1694421163951905,2.308547356738578,2.2570032482334774,3.659024802855611,2.483567902805839,-0.5280548073643216,4.7089351640595725,-1.2280650973382334,-0.7077965916348519,3.26269036363657
A964e53a6,0.022546507772929547,3.0965858330444345,2.608888045198504,0.6281978717979024,0.9191666160531002,4.1551419365433295,4.403438053818773,2.606923390595245,0.44451792750447217,-3.13853584472444,0.36449282720450693,3.318314764705946
A9e13ae46,2.395898400402239,1.1133186347852466,3.4043525013076255,-0.25396302702774465,1.030362142858733,3.3286659262850797,-0.47889792148686494,0.6073517750794815,4.228595313187486,5.002332614308127,3.719077528773927,-0.6841453792125449
Afe7b6b8a,3.0377505130373916,1.6392925265415137,3.6014122992169133,1.2279671591012364,2.9509989273794845,3.6961129366153376,3.6373494294488564,1.5714287025849902,1.3525631497516974,1.2395515232186147,4.367746433716239,-0.13324768206469217
A1a2ee361,-0.08704509245411618,2.147037852247842,3.8733550513571657,0.8798032947813051,1.7448650749462846,2.652751110748323,2.8000758044814624,-0.09091903239472598,-1.127651178475003,2.997784598978812,-0.607228589050135,0.3327701276751611
A20039d82,1.5764979997113193,2.931960647304701,4.184414573351029,-0.2887026613014585,4.8321688416544575,3.666267194342681,4.7916153791497225,-0.8248069233843842,2.898134196606902,1.3299544314776806,1.149467784449276,4.836650122717643
Ad253386c,2.719393383487044,1.4317178765117273,2.8625162419280636,1.1171508873963854,0.9506741587254803,0.6244626904050148,2.0156379646483265,0.5959148730941031,5.068619947255309,0.44238194798990826,1.994850018753658,4.691769657517254
A07067f70,1.898798699728835,2.73969912651845,3.0751787498760303,2.289150820818175,1.127432043192622,3.4535892177841836,1.2426049234602181,-1.4090640107197112,5.268162029591267,3.8899700704839746,1.9560465507061504,6.85406496849518
A914f2b19,0.512539326549168,2.879174752984934,2.3400938006310534,-0.03790694656208493,1.228556647830167,4.671432666875781,-1.093355485087769,2.6780987996267567,-1.0236479395585318,0.11837909828875015,3.137409086404698,2.6549269399705286
A96ae8f9a,0.6995661871892033,1.7553677727805754,4.056626882472167,2.216188995030326,2.848185450117531,1.5405808241683623,5.212049003269128,0.8534248897961045,1.9575875656531843,0.08219084489234907,0.5167875770082175,3.089914716637545
A1eccb286,-0.18281155648612435,-0.19735548275461134,1.1268202773904796,0.1979435072160869,2.2866045199292837,1.6846124649190366,-0.5540552935348864,3.0077193363975527,7.027164071262904,1.4395022007902196,0.7286772130780474,2.2475350758658013
A31d59c48,1.075685239701269,2.002066307066091,1.8087370774843199,1.8120055435360656,0.8587980819636984,0.18815253495337858,2.714953474185651,1.0527520239042758,2.9735518332089597,1.3387850302438369,2.448035812246863,3.6375513287658974
A4c0d3b4e,3.4116691030614406,2.5438881735895373,3.353339878032753,1.4000383719122125,3.0619260247610116,4.081765677376284,0.0488682140519936,3.593154509568408,1.8380724716954497,2.156971488129129,2.937060748051166,2.7150360075895557
A24553b07,0.5219619787400351,0.9924563611493238,1.7013432333089618,-0.4705750821238668,1.6085456845722472,3.913983278464492,3.663034588523179,1.5008569073680103,0.1368361351410945,0.8490601326373274,1.4050676464902914,2.5218445794066864
A142871d2,0.2764100865640007,1.7545626471772031,2.1462358499012084,0.00591062445157986,4.002294453226014,4.500620383148783,-0.5201684880160262,2.698334034927304,2.7079529709020465,3.034160279595272,3.0532240518561657,5.966567846703468
A069ae593,-0.9882269580756537,2.0498596897829473,2.3165109460611473,3.136404266493335,2.8175079383828416,2.242048146442221,2.639668158871344,3.84539805070611,5.841974342846823,-0.6765695879564171,1.953658177282378,0.5972361775457014
A4eb83053,0.4275810572107934,1.0244685839977783,1.8266544268321274,0.4061717808125881,0.2936360267699101,5.18812982903309,-0.8974415365368451,1.8243103058085384,3.5261208062473215,-1.5475545974790879,0.8185991882209298,0.5780339734630897
Ae5215245,-0.7822747054416288,2.4709634619024254,2.6513096235413327,1.7873525084161295,4.308020795053986,4.57690551151898,-1.5651780474124775,1.107421764352739,1.3458080436879378,3.7025654749749974,0.9751982051098376,6.915028219058308
A8f55fe97,1.5711058854445334,1.341480363383575,0.9658953285875786,1.7375606762566604,-0.8793335340355561,2.9889507486289006,0.6568221117395441,2.3676886773921018,5.269716051137998,4.593770149131204,-0.8254998603951047,0.35231253140533525
A51d2776c,1.8128802001731392,2.1846490938661582,1.9672164482476953,-2.214358346243237,2.3275272066844024,1.2041249560259675,-0.9324646990198311,3.175844732514076,5.422366639539954,3.4856137523655026,3.6608199268614916,2.9805506314222883
Aeb2419b4,0.40720944669849857,3.2747266077548804,2.4566275125130113,2.6646280352807605,3.1434228108651237,2.417671730013458,-0.3949623366067214,3.490870992715215,2.0758014101559077,-1.5394717042393187,0.8361649538336864,2.2065256746907385
Adb01ec07,0.943218055555738,1.3238105748618358,2.859834734498551,-0.7274673009721246,0.7298516104854467,5.095405981211702,3.2261141514309988,1.9301765530093973,3.2307982652927154,-0.11182579274284499,2.8716796718237547,4.587114198027379
A35fecb17,-0.5411488577448846,1.7564344102089342,4.4478163960903645,2.9122609527646257,2.3376319915486494,2.788781465979185,1.4040422958523802,1.5751254244900306,4.798809459616949,3.6752749691871403,2.2943943739813264,5.267244314219969
A63bcab07,0.40540865275846294,1.0562510559841312,1.3192796358739758,0.10515011307514499,2.4237625453374183,4.1575238629945925,1.0231123061066398,1.4240959319590838,4.812721881066154,1.2669871025605839,4.980497904573261,5.237453365621105
Aa1e67692,0.24058619877895293,1.796273861093548,4.233342308108665,-0.6562217788778899,3.1966548844064437,2.159620281405368,0.47242969347108554,3.905120119909059,-0.5293252365043539,0.5777793647230214,4.8999618421888815,7.242134882489685
Aadb58152,-1.411527241509948,1.7138879888748448,3.204178674441078,0.4580808563813209,6.3783600892626335,4.324408355880628,-1.4194607478997705,-0.47724173629681266,2.529639471137449,-0.89565292110968,4.086866418643045,1.4583896225267772
A68505682,2.2620796881216876,5.055999412523688,5.033260884289676,2.0115491731618977,4.448917089299086,1.2961135796823675,-1.4584640579599064,0.915787414091694,0.05043869308619975,0.2071128947844817,4.765175122262477,4.208024351281216
A6385c43b,0.5079093371970647,2.7494887061065865,2.2153012460501267,1.0404645236021242,2.6460357130200665,1.6088638010266056,-0.6801158879664626,-0.0065346086265432035,3.935436735418484,0.8721589538451251,2.732450688967959,3.59023287832364
A541b1455,-0.30966001777083396,2.8830700073309874,4.302759292812933,-0.13187476401279308,-1.1593670777618863,1.1991546929579928,-1.0103383298516126,5.090735664160063,6.062958825724392,0.06607518356044118,1.5559646427894303,6.513651351894262
Af8964579,2.186509317722937,4.267965592909935,2.809552327382346,0.3838098027860134,1.814942257740822,3.775103580657991,4.663938347770522,2.6319988215601855,5.19301212195548,1.1829803751263,1.4894716456764487,5.327537422650593
A640f58dc,-0.8384195034637305,4.263751030732337,3.2911523114301287,-0.7584846447130014,0.8716706148293532,2.48475076942934,1.3615847986849545,0.5116504997400548,2.411740439658025,2.3298130990638386,4.38616740958771,1.4384669776867152
A66934ac0,-0.6302648906471642,0.27539320233740905,1.9074330167269262,-0.3442898225181079,-0.18038291012999164,2.4112402263859734,-2.21974688369963,3.1673156614278732,4.193243980230184,2.8916607990149785,2.424379155366109,2.0563729939494326
A73b3b08f,-1.1266484071462868,1.1585047298131665,3.8962344212494453,1.5323274641804034,3.568343044111449,4.261617069970629,-0.37407511854117304,2.1865197812035477,5.656147659467473,0.40917812075628535,0.15827520513298987,3.269139196248915
A6f03005d,1.0418039911132226,1.3859690052218776,0.16144159445412765,-0.1579608520225544,0.23243811811875315,2.514394406599325,2.95491193194054,1.443621855118902,4.435358097132747,0.3845347953357836,3.5407006217516184,5.549634851089285
A0a451d97,1.377671121158664,1.089184276439326,3.054656139948537,0.8667803010374485,0.3105514869590851,3.440792194679927,1.941846414925883,-0.07587372914700818,2.049666613862167,-3.8416756819440465,3.292676332412447,2.5325364160861223
A76210601,-0.7961397228316438,1.8290402592758945,4.1383158471797845,0.5106776006947216,2.3061738718373417,3.513557763093397,-0.561661937120993,-1.2334050127905476,3.7887039318556326,2.687995447681846,0.9896614843871891,1.9871660592328253
Ac8b4476f,1.4317926063111295,2.0541441768741313,2.771588580764973,0.9754513175949798,0.8946833144707216,4.935730357818923,-0.0971520750936643,1.1104184190704895,5.9723601595755476,4.247789497513889,2.6231599679241517,2.4164771614257154
A836406ef,1.5052833383567155,2.8812914985759166,3.277950037652229,-1.881426020969188,1.9305045439984307,2.6373656925069717,-1.8284351866637536,0.8847738743449778,2.747937397922558,4.847317318152206,6.9012722176361105,2.724996990936297
Aee9f2101,1.924338364072296,1.9209945391602952,1.9010124925638299,0.2988667769261133,1.696768840958847,3.68380051503515,5.518391455615549,0.11044133315784088,2.135079645869856,-1.1462895541624278,0.7812865017788904,6.059346884951973
A9d853f4d,2.4331136536490456,3.2951930751277105,3.403077595608567,4.4351116127290044,2.7091858318328152,2.810008033984928,-2.2967864617559037,1.362290322973574,5.301773464270246,-0.8773752382604321,3.932680343334633,4.398695698169108
A92381c2f,0.4697673371883173,0.8974711355876972,1.250724155396531,2.497621529446385,3.5940746163683475,2.5608797501452703,-0.25762434003364665,3.765235611727502,0.7298831410177984,0.4347884033480347,0.37924384068510575,3.332379971328348
A7d605343,2.6830191308262776,0.9487945409899714,4.790475998821531,3.7214934025618303,3.6282399429342633,4.433485361969413,0.732722571229147,0.432538863527159,0.8514976635277494,0.48243574920660026,1.1201200289220692,4.624393936984411
A263156da,3.4488777527934933,0.3418022341356455,3.603172607356896,3.594126430792567,3.2865567660791672,0.05363273177334804,3.678739999157133,0.2669408870440637,4.784449158735599,2.4747167721748307,2.7223873378558148,1.179885098504859
A45f21eea,-0.01246248238865122,4.198704345050528,3.202978373384542,0.8074420127795425,1.7171799554704514,2.7403492659844573,-0.3528550176428251,2.7160068590285156,1.719029081902655,2.2793188681548773,0.6393756696070259,2.9561245689235984
Aae37a5f2,0.2349460177974233,1.9846843383592687,1.697965619786879,1.1469959150472246,1.5345203556371492,1.3268978724058884,-1.7795595062195337,3.034531416505453,3.9754919558505097,1.1613112023697005,3.2500786813334592,2.9024594335334686
Ae5297345,1.011120455900029,1.5974819185294613,0.3906784190168038,0.05791289577238734,2.8393057194138955,3.9224184721690625,3.1314957768916023,2.059004431399464,-0.14797407527832762,2.5002689242509932,4.883320768645852,2.241648343037091
Aaaff23b6,1.3023633131485655,1.790185073237109,3.899407664271815,0.7279729007264404,3.228959085080009,0.0022407668698432026,4.299342961115585,3.715746045967819,3.317953905091852,-3.0551086886110133,3.368477205717814,1.3576481988323983
Aa4962bed,1.436476320007527,2.0686567632139696,3.8345591033583637,1.080380745440694,1.2884935707623497,4.042786232132917,-0.9904479747245569,-1.2050040530212418,4.517373651328823,2.5263291604261346,3.11145409805059,5.133477592695955
A1f1aa1ff,-0.7705666588671114,1.6129111490440857,2.834917539941288,1.95614335657642,3.193943578339371,4.633661438523502,-3.7005449014592218,1.8181971968992436,3.319489996968437,-1.2015305528029376,2.738675974471391,1.0670354489993432
Af468bd45,0.7825392447067951,2.8184514756820302,1.6216739024268347,1.0496808439948595,0.2354145637278704,5.874067476415728,3.40820998618361,4.30485701259588,5.697282220458591,0.6050837146440937,-0.7906582674613674,5.644083297179683
A1e81765f,0.0806021315135913,1.685146536231207,2.7532051090644236,-0.7064028711289283,1.9865475264197472,2.931881820340475,1.5513712039614753,4.066278659681225,2.4739236726571154,-0.5103993501693798,1.8394842468323926,4.906537913664405
A28d42d9b,1.0292653696906033,0.461453681067727,3.010254777440331,0.582880474248404,0.18009514660876902,2.514791443639402,-1.3795008748456383,1.2328363911736662,3.480297155204367,-0.5142015835576703,1.86431994191316,-1.141577895685094
A1c5fb59a,-0.33067901282916123,0.8251433861188269,1.7886814116420235,0.1490521475873383,0.7957414856776317,0.8650147751355561,0.330437126847945,0.2840467870408476,3.8839779025622834,-0.26315127659848603,0.21624472720384347,-0.10733544988884214
A1505c004,0.3058425081977001,2.571239946792923,3.0085043256335697,0.8541138603969451,0.09879284495488383,2.344987115481183,-0.12217614693407253,2.0996076197903926,4.227345099468401,2.2144723507874824,1.3203375332370784,4.660633894098279
Abe25fe4c,0.4793010609756101,2.5346732978695252,3.2995490759395945,1.0993837775996347,0.7884493806461603,2.8904914136447313,-3.078295633232572,0.7521974329473831,3.40781644121304,1.3935578360193848,4.134755777827678,6.366812662960141
Acc7d9084,2.0548852101485107,3.1858040070178113,2.3469851968150586,1.9291627120485288,0.09729060752584018,3.123597444682118,-2.601838083795267,3.7182092003199037,2.016292207247046,6.06138973787105,3.9856304146287127,1.6947160546009272
Acc3aeb7c,0.6817587237164124,2.659573865108631,1.5925081755841122,2.172680888794753,0.4422821688930927,4.2208957216254115,0.41813713604047775,0.732507352093068,2.9117776396323425,2.0378193921056607,0.8468875473485016,3.3811824649792355
A60258ecd,0.14149945621196736,2.5108885148798876,0.7894345208613256,1.932004731539462,4.29839285611402,2.3965967173146314,3.95162305371657,1.643235961975351,4.1121662077344645,4.931927425332148,2.9862143063543316,3.759053378382907
Af6ef7535,1.4800794866109352,4.07437943815075,2.9115368238959647,1.1082999600695858,1.4544848287316303,3.163731075903848,2.2153330254751467,3.351045724583315,1.795989696136126,1.6722197876871183,0.5174351953973271,2.9516305646610004
A16c3ea4d,0.6259731371691132,1.8034018283091564,3.8568863322762175,-0.3796737426517127,1.787514417375691,2.1290607692875163,0.6163181459425433,2.1618905146636616,3.8839878431394927,4.503850432578975,1.5613621439180536,0.44743485635859015
Ab1ea68d4,1.9495959516787376,3.9458410054253985,1.686848668705443,0.29878310997627877,3.28468473932472,1.900269130167569,3.4884731185382303,4.864642298686581,2.2402497826669787,2.680941136989861,1.0454610231676535,2.226484852693626
A69457629,2.012712028226214,1.9328564594099573,2.6876089301900965,0.8173151716573875,4.910091609310742,3.7635751471591425,-1.2142649202548452,-2.21442896800325,0.17906620890777525,2.2283530848495468,4.274522183907305,4.817973037847156
A1a928512,1.7462861600914452,2.725756733236575,3.696411622353008,-0.4387214793954992,2.2363479187138955,4.160346279729776,-2.0437886389951796,0.16661277252622564,2.504824258811756,0.06230763883139301,1.8181520403959102,1.225307064755997
A8eb8f0a3,1.6297774735886976,2.4745927369147234,2.2872591638786868,0.7857976116925667,1.8622838585984363,1.2200932421961266,-3.1153603167358277,-1.896032043824401,2.1586293956392524,1.3431651976935934,-2.4408885485519365,6.754854854140438
Aa7e8fef8,0.7875484957015533,2.014176574173249,2.9072398870873966,1.4137989990740913,5.500259863306456,1.9036028032447407,1.113586022000344,5.88633064446668,2.2198541726576058,1.0887454386622288,4.257653987890539,1.581039606647806
Ae7e15e3c,1.7804586297164728,2.1007438379940693,2.8295491688927785,1.6277594483562412,2.003472820742809,5.186342542586345,0.6824547354720378,3.8062086375923747,1.763802547491325,0.20915412651882792,1.4486535538445853,4.091731556414654
A60d66a54,1.8446228042933837,2.4884190673147004,0.47928485520830044,-0.19673254050261768,4.399510466144525,3.9578576300683546,0.1833080694228576,0.9656310610419432,1.829303327942312,-1.8743168281729239,-2.9275174521364065,4.410208374276416
A93df0f20,0.881745518063587,2.050835647081709,1.9600773793750643,-0.4220200258486,2.275219953024421,3.536629598441098,3.2736328451293915,-2.4600803202056554,4.325107149874761,4.865513904395469,0.6758523257007094,3.4579528865936524
Ab96ce038,0.3658301093191735,3.3264676223942296,3.665416898583357,-0.393691399087593,0.7599383789320229,3.6164667728080357,0.6272453265027269,-1.187999451226783,3.312080660050741,-1.0456331457306325,4.7538740588566375,1.920015107782578
A64bd117b,1.340927750696698,3.316317820188379,1.8255117615347372,1.9853850654607088,4.8486301892637025,2.9143202438495135,2.0600117186848657,3.4890465943316844,7.0610220676566895,3.5085298556873306,-0.33186617023759535,2.940028135524504
A68f68fb4,1.540681764148613,3.849092717738043,2.7706512699863897,1.2848575683625303,1.958440358249418,3.8849146194862216,-0.054296591522884796,2.6801131168132843,3.9130905487570873,4.869329794575693,2.1259699978350124,3.1512063146089986
A59ed0527,1.3004011748326065,0.17517718326791631,1.205003937070649,1.588589390549225,0.01854599079522612,4.204695063184751,-0.020002976511152237,2.861489671410972,1.4168524046906334,1.366471427759632,1.881602174866045,4.619911498277792
Ae1dce7c1,0.7841086486659088,3.1613243796611785,3.4948899194881746,0.08070183054925173,4.201512642809645,3.688129700122192,0.10091530413576477,3.193945769287097,3.1723359359742616,-2.293681636078228,0.5091662828749064,2.6673755214912647
A8eb5379d,1.170289803183244,1.5988929808101675,1.4151304023248283,1.57128908583051,1.3944536223840922,5.092289895853673,5.08700129085934,2.037561194567929,4.856119195495452,-0.376774631985225,0.33214267663287034,1.2907986532438815
Af0a2545b,0.37715396765959985,2.5517263279803237,2.1271351155700198,2.148740732601403,3.6932770293554986,0.39437748116440785,-2.801335576420216,1.1050409683801576,3.015007095449011,-0.061105758827799894,-0.060248309563859515,4.0507067495371984
A25b9dcd5,1.3424288071985364,1.0175608580114224,3.9855723360584916,3.0720622838974463,2.0198761830435754,2.0985799343166183,-2.4640034731161276,0.5421750454697434,4.32679547168633,2.5868858323364217,2.0797813945702552,5.225197756177887
Aed03994e,0.8629420277506042,2.4287139865453176,5.153113078273254,1.4509904876590751,1.6358973711764913,2.144398494074943,1.6171803516437748,4.360814088081378,2.6938437683261536,-0.8971970287367679,1.9751789441782523,3.8955378633864464
Afb5cabe3,-0.12370487707108535,3.5070331539294144,4.193050570517503,-1.9610358693731298,0.5804423522884026,1.6828316579625386,0.40371768816288345,0.5067186543710245,6.169387875491024,2.4143798617050978,0.38460009824547514,3.9113383951927827
A15d7526c,1.2261768089987022,2.816707674943282,1.8536862391002435,1.6712800811215085,2.044515524703563,3.6069431991250345,4.061309448118925,0.5332690271980405,3.6815381804582072,-2.346290962969471,3.2923822586000187,2.918977335583543
A87c5eeea,-0.7898297268461865,1.492386251851535,2.7074606381007333,2.3154190992710615,1.6813669526971236,-0.1495920321355837,3.5019209214207803,2.500738881680462,3.150944012831528,2.1676431709110977,3.905132954363838,-1.0503846021962735
A7f4227b0,0.5572451620889152,2.13982122876942,3.043166554481456,5.001416690333843,0.3121651452033323,4.589955846581483,0.2116774199316812,0.7807531110491868,1.7079350853203399,4.20282727540982,2.6533210160928897,1.2022114969207414
