ID1,ID_1,ID_2,v1,v2
A53a2d149,53a2d149,A,0.8086831143964412,1.6207944813423
A3235290a,3235290a,A,0.44400428980588913,0.8670760660718088
Af1f6019b,f1f6019b,A,1.1489768988168072,4.080509088450751
A7ca77cec,7ca77cec,A,1.9701785351240877,0.8146761312959463
A06d1b2f6,06d1b2f6,A,1.6276285330856088,0.38522730768761415
Ad62bc551,d62bc551,A,0.5600086725316942,0.3157365750185933
A7325ee0a,7325ee0a,A,0.4170608106069267,0.36845221934629513
A79551007,79551007,A,1.0367455556568625,0.5197169048048254
A9f856b96,9f856b96,A,0.45727000982519694,0.24167902586168066
Aaaac7a89,aaac7a89,A,1.0692295236092928,0.39961767377182034
Ac84f1e5a,c84f1e5a,A,1.0947567219660939,2.1939248465524788
A3ed9037c,3ed9037c,A,0.04695425357099249,0.13799533052202034
A987b3732,987b3732,A,1.712465055202866,0.5637741029494044
A44e4fc90,44e4fc90,A,1.44275636590066,4.03009561687667
Af4715df8,f4715df8,A,0.04554350159440386,1.1138931134000896
A090d1d31,090d1d31,A,1.2390172257599357,1.139971525653002
Afbd5ae18,fbd5ae18,A,0.42033238569274545,0.20002092882122335
Ac2070f5f,c2070f5f,A,0.8043025022148399,2.155743192769561
Af48d4b9d,f48d4b9d,A,0.0889543411321938,1.5231847016403564
A938906d3,938906d3,A,0.3368182787671685,0.7112522564850637
Ab0f1d2f6,b0f1d2f6,A,0.5971558410674334,1.2837877579429577
Afe326236,fe326236,A,2.774259522389222,0.2910752268617988
A61a0b133,61a0b133,A,0.14894925570115447,0.9657379847333066
Aab6687ca,ab6687ca,A,0.48429443687200546,0.5193043210628375
A47c16587,47c16587,A,0.20379200717434287,0.30851638893437633
Ac5e3a2f3,c5e3a2f3,A,0.2480336083494837,0.39181097414234056
A6bef4bdd,6bef4bdd,A,0.425525123719126,2.4550213414033264
Ad138cffd,d138cffd,A,1.0879392958757403,3.0676045489794417
A7f92a633,7f92a633,A,0.12640809314325452,0.26316804578297365
Ae9de71e7,e9de71e7,A,0.7838876383441984,0.7234331360231636
A568e9a48,568e9a48,A,0.5925994031131268,3.0491425119550026
Aa77dca83,a77dca83,A,0.828132191630912,1.7360670448531255
A901d56c2,901d56c2,A,0.9015044634741666,0.24618875406186655
Ad66ce513,d66ce513,A,0.9862235467460873,0.03997966372466775
A897a230d,897a230d,A,0.14595925388857722,1.485880618221619
Afbc693a4,fbc693a4,A,0.28371118707582355,1.0544733957158603
Ae7269323,e7269323,A,1.605923272585297,0.1105323163925211
A182729af,182729af,A,1.0344005627137545,0.3430774935290531
A1a06950b,1a06950b,A,1.092451355378044,0.6563146866872973
A569c9d81,569c9d81,A,0.4549079420976341,0.925413176423886
A252a021b,252a021b,A,0.374278643168509,0.2855458385353797
A0a462ddc,0a462ddc,A,0.05822307016511946,0.7132685264587194
A59ac23b6,59ac23b6,A,0.7678090696734311,0.4396904387500432
A360fdfe5,360fdfe5,A,0.5260063074529171,0.7964710236762715
A769ca92e,769ca92e,A,2.7138677629313235,3.938425454859197
A76241ad7,76241ad7,A,0.9763833498162152,0.4534988186700231
A993d435d,993d435d,A,0.2708638207986951,0.6093273044398325
A94964e75,94964e75,A,0.09722302621230483,0.11823200330306369
A10c8e0a7,10c8e0a7,A,0.9674493511718633,0.5450034549780891
Aa2a3a1da,a2a3a1da,A,0.1634768280407039,0.3857244645724464
A7112e21b,7112e21b,A,1.5896236903926115,0.34812766486601743
A7f2fb689,7f2fb689,A,1.77225796497407,0.38875938479245903
A8f66609d,8f66609d,A,1.3102344182672532,2.5857829750390846
A96d98279,96d98279,A,0.8377814730209233,0.025156351261727345
A5d20deaf,5d20deaf,A,0.048009149730205536,4.135210677737476
Af6d785e6,f6d785e6,A,0.5175671167361399,2.3458569662028568
Aa48dbbc3,a48dbbc3,A,1.9565659574324135,0.42340800824873503
Aff01dea3,ff01dea3,A,1.4817220362925771,0.1433851617345678
A3beff8c6,3beff8c6,A,2.9007065981175106,0.4207568183740115
A31d46904,31d46904,A,1.0392072507691505,3.3198988946800143
A93f7aa1b,93f7aa1b,A,2.0722674409950024,2.23470705394873
A01f2556f,01f2556f,A,0.5414122315123677,0.012296217662060672
Ac9058ead,c9058ead,A,1.975100377841061,0.9117135358728944
A4c63b35a,4c63b35a,A,1.9914743582809213,0.29864142962211526
A71a7cbd9,71a7cbd9,A,0.4343041069805622,2.522178064030904
A813bda2e,813bda2e,A,0.03247624449431896,1.0558988357637151
A29813c1e,29813c1e,A,0.3418840947560966,2.286034513873614
Ad6103fdb,d6103fdb,A,0.7620197040540101,0.1729497302480835
Ae2341c24,e2341c24,A,0.548643531743437,3.315829141411614
A61fc059d,61fc059d,A,0.289936114102602,0.525299720537254
A177b3f3c,177b3f3c,A,0.12984394282102585,3.6181698660737625
A20105baf,20105baf,A,0.8043861481872322,0.2005874578771896
A80e81c4b,80e81c4b,A,0.30586620373651385,0.1535906724694272
A3965b5f4,3965b5f4,A,4.249824333683921,1.1254129252379264
A065469e7,065469e7,A,0.6749712754972279,1.2828921197989316
A5106490c,5106490c,A,0.019449186943609396,0.4323961016027873
A8881659d,8881659d,A,0.17492584511637688,1.618342884868898
Ab630ad89,b630ad89,A,1.8886133003139738,1.208964668053009
A14665cdd,14665cdd,A,0.061963323038071394,2.1622950556079976
A4ebc2da4,4ebc2da4,A,0.20467186584839422,1.7695629571103941
A3a4023bb,3a4023bb,A,0.6403386280871928,0.7240033076852782
A30c73efd,30c73efd,A,0.27446585168863585,1.1455790658908167
A881d7270,881d7270,A,0.07719363691285253,0.4451234629205024
A59e7d00c,59e7d00c,A,0.2993061123292933,0.6229326832465437
A94facbad,94facbad,A,0.8307631915948517,0.36075285424542397
Afad20640,fad20640,A,0.5793098704889417,3.52281332682573
Ad9d7a7a6,d9d7a7a6,A,1.5741628965626882,1.2633703147584665
A175e1c6c,175e1c6c,A,0.6522493404336274,0.2034312347521101
Acda03215,cda03215,A,0.08270841205496893,1.0464334523360879
A1baa25f5,1baa25f5,A,0.34031018149107695,0.25562843743907676
A81c29d00,81c29d00,A,0.024872804060578346,0.7849154385321017
A437b2457,437b2457,A,1.009274505968106,0.5665146990663853
A118b11b7,118b11b7,A,0.36771687446162105,0.7347196780349904
A3663d32f,3663d32f,A,0.8680740836587669,2.470699084088484
Aa839f68e,a839f68e,A,0.005747163202613592,2.459561356371101
Ad7d5d256,d7d5d256,A,0.02512675104662776,1.4054977709785335
Ac0c51702,c0c51702,A,0.3411999405361712,0.7426008608346611
Adc2b50b1,dc2b50b1,A,0.19615961426315615,0.229978138408078
A6d1541c3,6d1541c3,A,3.503421148075224,0.6392844408954379
A3bc23c17,3bc23c17,A,0.44496441492810845,0.22834317346697153
Ae1e7585e,e1e7585e,A,0.23732708115130663,0.9853089845532047
A96e34b9e,96e34b9e,A,1.307407027999771,0.589843116200038
A573d0fdb,573d0fdb,A,0.11025742487099428,0.6187956517328043
A5fc4a9e0,5fc4a9e0,A,1.756848066485944,1.137992755596961
Ac38110a7,c38110a7,A,0.6012243251316249,1.6554330034756188
A39e0959a,39e0959a,A,0.5367603638723006,0.9192378159220835
A22573984,22573984,A,0.8806638116178535,2.3274620262543513
Acd6ee546,cd6ee546,A,0.00993449054658413,0.27365031485170827
Ad137e974,d137e974,A,2.4686905982575182,0.5536057760165163
A40108a96,40108a96,A,3.9313968622819195,3.0277431493882063
Abe052687,be052687,A,2.3539612131467327,0.1885487330985263
Ab60e7b9e,b60e7b9e,A,0.6142869731411338,0.8624983366306764
Ad3d286c0,d3d286c0,A,0.4414810799062252,0.45162826910610865
A0766dee9,0766dee9,A,0.3699637376703322,0.14569761689946628
A952a4f92,952a4f92,A,0.712045864160073,0.4982332002596827
Ae0710698,e0710698,A,0.5011772592552006,2.102075971207934
A77140a1d,77140a1d,A,2.5514708998284106,0.002065735279896813
A4faa2778,4faa2778,A,0.7320285653275372,0.6972464320750027
A9356e5e6,9356e5e6,A,1.2146960170519474,1.4857893462416671
A38a94e28,38a94e28,A,0.21444701426161805,2.073189034850772
A02dec5e1,02dec5e1,A,1.7370585351342205,0.037228030146009665
A3330348d,3330348d,A,1.1648393235791927,0.7984052082342411
A5718bd3f,5718bd3f,A,2.3195174502811198,1.4399353552314558
A05360690,05360690,A,0.4167376720856106,1.243684309080685
Ac5c965ab,c5c965ab,A,0.23574581183493137,0.4356819847084491
A3dd4b615,3dd4b615,A,3.0840092374194152,1.5768069027505076
A8322dc9b,8322dc9b,A,0.578556539490819,0.09275036511977248
A25ec059e,25ec059e,A,3.1205876244414337,0.3208769915836807
Ad312ce7a,d312ce7a,A,0.49183648731559515,1.7368250381390484
A0fbecb51,0fbecb51,A,0.05263644689694047,0.29033619083876844
A0d911d3c,0d911d3c,A,1.8097898531390968,1.3572285880356845
Aea7d3e3a,ea7d3e3a,A,0.21203549570500554,0.24715615051852877
A269f438f,269f438f,A,0.34476715698838234,1.7883327122502877
Ad0c710df,d0c710df,A,1.4873121715241913,1.1845058609405588
A76f5664e,76f5664e,A,1.6328170801604036,1.6825500286034545
A034ea5d0,034ea5d0,A,0.8662835526791336,0.4539844531158698
A10da00ec,10da00ec,A,1.0350829777932646,1.1775247888614604
A6769745a,6769745a,A,0.08198305172845721,0.4395357501379828
Ab0399f70,b0399f70,A,0.9001244352710368,0.2235188703468991
A377ff7d3,377ff7d3,A,1.452998442916615,0.5981662321391741
A49d67d4d,49d67d4d,A,0.3868027520366013,0.12053779944101967
A89eb02a1,89eb02a1,A,0.46905623003840446,0.041045291748835186
A895472ca,895472ca,A,1.750132709657574,0.6550953641186543
Ad80d2413,d80d2413,A,0.08968155564411823,0.3598427316366616
A812dd536,812dd536,A,0.6611376376822591,0.11953285925135054
A568a57b2,568a57b2,A,0.19415493762846647,0.029835864699877358
A010c3f39,010c3f39,A,0.34010520158335567,1.0509043657118236
A619d5e37,619d5e37,A,1.1701898602348688,0.01730512919170127
A88d872e4,88d872e4,A,2.457392075904346,0.8111706252128817
A9739b50f,9739b50f,A,0.6042167376726866,1.7023898421312986
Af082aea2,f082aea2,A,1.3069737329658988,2.861894782352857
Aa5532cc3,a5532cc3,A,0.11387214586903284,0.1267837582721797
Afbbf2896,fbbf2896,A,0.33517100429162383,0.9074784628049453
Aa20de630,a20de630,A,0.6139845214784145,0.2380439917843469
A7a449ac6,7a449ac6,A,0.7823276966390135,0.0016034079748957865
A921061e3,921061e3,A,0.8478863641705229,0.12616625946335489
A3e115ac3,3e115ac3,A,0.1293258424848318,1.6069840644300855
A82f107f5,82f107f5,A,0.36584145693249903,1.137115273298077
Acd05b624,cd05b624,A,2.646141225346065,3.481139809988073
Abc7bbaa7,bc7bbaa7,A,0.809214995857533,2.4678569804433232
A023b4154,023b4154,A,1.3604938145306829,0.6312004076579548
Af0234899,f0234899,A,0.39009593370422074,1.5240872953673616
A21a3140e,21a3140e,A,1.7832260186875108,0.7638776228536944
Ac3922a23,c3922a23,A,2.386042242743707,0.7546358870339978
A4ba8e91b,4ba8e91b,A,0.9561675839466599,0.005630778148501249
A97be0c7b,97be0c7b,A,0.26913696620613337,0.8408048771272758
A2a8d1b6b,2a8d1b6b,A,0.14887713855901386,0.04599737715584271
Aba7cf650,ba7cf650,A,4.37977429081626,2.4446014362530084
A5092e9fd,5092e9fd,A,0.4825599999167025,0.42321760643161227
A48768c13,48768c13,A,0.21852576546370983,0.08534347706738298
A1ef06cb4,1ef06cb4,A,0.21508601012949952,0.07471904797556846
Ac8042ac7,c8042ac7,A,1.4278338137154283,0.5664440391497245
A6ae5b4c9,6ae5b4c9,A,1.9602123758846763,0.5447103204002731
Af37b63d7,f37b63d7,A,1.8102418704980854,0.69815185970571
A2d42a72b,2d42a72b,A,0.40646780794486403,0.3132790119071636
Ab426bfad,b426bfad,A,0.12271802779045625,0.3562008316704367
Ae271903d,e271903d,A,0.9048234063887799,0.017251635591967112
Acd9588fc,cd9588fc,A,0.747742840276151,0.10750173479812469
A9c24d029,9c24d029,A,1.8822321611547712,1.7387375952429247
A8e80383c,8e80383c,A,0.13809581939131021,1.0218587699749297
A6bad4423,6bad4423,A,1.804312892174149,1.0091019689269993
B2b6115fd,2b6115fd,B,0.6236841985955834,0.6046090423861311
Bc51c9cf1,c51c9cf1,B,0.4716990482993424,1.2123183629877925
B7534d3a0,7534d3a0,B,0.5980769083835185,3.058115024223236
B73fc5642,73fc5642,B,0.05931247491389513,8.543103721749612
Be020e4bd,e020e4bd,B,0.36216661242278153,0.8586377804991022
Bc0d3b0fe,c0d3b0fe,B,0.06337607093155384,0.4387853835506287
B2edfed41,2edfed41,B,1.8959925341511015,1.038545856853904
Bd38a4bbe,d38a4bbe,B,1.5342112574221962,2.605752012050331
B5ee0f97f,5ee0f97f,B,4.183116116624917,2.9221812324293177
Bd791c03d,d791c03d,B,2.7391555289408926,1.4077330596028128
B716ec591,716ec591,B,1.155130119020951,0.05091226418605453
Bf88d3ab5,f88d3ab5,B,0.20473061548187074,0.4548861181540263
B429b65a6,429b65a6,B,0.3979499633423984,0.5861013544358269
B3638155a,3638155a,B,0.6102244695648551,0.09760803819730991
B9ce4930a,9ce4930a,B,1.7934706862175707,0.5252044962428585
Bf0968cbc,f0968cbc,B,1.1176500068557385,0.18582029109862191
Be413c9a9,e413c9a9,B,1.909790329551125,0.0310410507471951
B5dc40807,5dc40807,B,0.7214352851313474,2.7540879272159904
Bdec8db56,dec8db56,B,0.28586894692853093,0.12712819098020353
B25df779b,25df779b,B,0.15109487993075613,2.749696742692591
B99248c71,99248c71,B,3.656579696967418,0.3601314750958664
Bdd5aa1c7,dd5aa1c7,B,0.9781511108902218,0.8095907723289092
Bd0f3116e,d0f3116e,B,0.676199282053858,0.41874927141921453
Bd54fca43,d54fca43,B,0.9825641121295215,0.30281866113215106
B6e968b78,6e968b78,B,1.7127769514078144,0.3250175119394568
Bff6e10b8,ff6e10b8,B,0.6831927290186286,0.6497453636944226
B87a5811d,87a5811d,B,0.18719976115971804,0.5489086945252821
B891c4eb2,891c4eb2,B,0.11310039331081559,0.35903556581071894
Baeac5e8c,aeac5e8c,B,0.42923110304400325,1.1411699446462742
B5de49801,5de49801,B,0.9872268169986524,2.0607317908866367
B8e19476a,8e19476a,B,0.21604007901623845,0.6653251585023966
B2a32393d,2a32393d,B,0.3131016702391207,0.8010800126514426
B3b2450b1,3b2450b1,B,0.5065285465680063,0.826994847056804
B8882c792,8882c792,B,0.7578780075575272,0.17571943237688156
B50a09695,50a09695,B,0.5031475690193474,0.03212520901607649
Baa54830c,aa54830c,B,0.10426858536993945,0.9827236004731987
Bf8cb44f9,f8cb44f9,B,0.756051338235748,0.660835424937009
B21b702c9,21b702c9,B,0.40529476819385485,5.293005861564986
B9071dd07,9071dd07,B,0.6522390418685973,1.1202054718472636
Bf9200e0d,f9200e0d,B,0.05016539393346025,0.4537777980394203
B3be8e904,3be8e904,B,0.8000101232481124,0.005666340869254961
Ba3cb7424,a3cb7424,B,0.3463543187826872,0.9173510035034631
B2d35e45c,2d35e45c,B,0.2500984310172498,0.666110556535579
Bd0c4853c,d0c4853c,B,1.8886533024811987,1.250391423790034
B71989001,71989001,B,0.08407741598784924,0.5072636725910988
B28790818,28790818,B,1.5773523122844342,0.0608678274889889
Bfcec12c0,fcec12c0,B,2.187059229113794,0.4240041181320153
B055f348b,055f348b,B,1.2368080224421742,0.13170632289252798
Bf0e93509,f0e93509,B,0.3554127849638462,0.3375407339195217
B260a1c9f,260a1c9f,B,0.9578934325408099,2.4553810083785823
Bf888da1c,f888da1c,B,1.7263174559080843,1.4829364524886608
Bfd7b14fe,fd7b14fe,B,0.18726950883865356,2.460269368777656
Beb2d0efe,eb2d0efe,B,0.9024170944642086,0.3372037910403574
B983642cd,983642cd,B,1.0128526631322625,0.6525687714645161
Bd39c2592,d39c2592,B,0.3958966479161562,0.869696935332173
B236afd5d,236afd5d,B,1.6775802764201406,1.9050511018052902
B9a648d3b,9a648d3b,B,1.1092673306864622,0.316442487642582
B0bc2ec54,0bc2ec54,B,0.05167583096772432,0.587200243309109
B41500f79,41500f79,B,0.9109100773510458,1.4055783466307958
B4a568ff4,4a568ff4,B,1.1505346027714136,0.9218310237732745
Bca80d7e8,ca80d7e8,B,2.810021005402852,0.08201298044960688
Badce0c54,adce0c54,B,3.7241164754813614,0.9933440857382421
Bf15e21d5,f15e21d5,B,0.6272405697964132,0.8747979611224473
Bbef686a5,bef686a5,B,1.3210758128714684,1.005176909261433
Bae5948fa,ae5948fa,B,0.5857452712953091,0.4605961287606642
Bd8f63a79,d8f63a79,B,0.31969395326450467,0.0731260717969441
B4fb5e0c6,4fb5e0c6,B,0.7600332365834366,1.6707990093414913
B57391f84,57391f84,B,0.1471372213100513,0.6359959718240361
B22669227,22669227,B,1.565624892627621,0.09154611124766217
B53a2d149,53a2d149,B,0.5501057431101799,2.573780594861477
B3235290a,3235290a,B,0.351464487422352,1.771630728210203
Bf1f6019b,f1f6019b,B,0.05795932412148478,1.2580556408572712
B7ca77cec,7ca77cec,B,0.27146956929937005,0.3946061552231364
B06d1b2f6,06d1b2f6,B,0.06960561498999596,0.25027224732470654
Bd62bc551,d62bc551,B,0.10736267315223813,0.30139327897397156
B7325ee0a,7325ee0a,B,0.39837940968573093,0.8496545650511125
B79551007,79551007,B,1.7014885152781252,0.03535855390762182
B9f856b96,9f856b96,B,0.34029699164244,2.539849923986046
Baaac7a89,aaac7a89,B,2.955671461980606,0.595100850582525
Bc84f1e5a,c84f1e5a,B,1.2228417103014944,0.1327906111283297
B3ed9037c,3ed9037c,B,0.5647477526217699,0.5388543123323819
B987b3732,987b3732,B,0.5947786634787917,0.38404033802694015
B44e4fc90,44e4fc90,B,0.6245324648916721,0.6219261251523609
Bf4715df8,f4715df8,B,0.9078513279163877,1.077823372359507
B090d1d31,090d1d31,B,0.18410417065024376,1.1094809893371171
Bfbd5ae18,fbd5ae18,B,0.46331257186830044,0.14744292987417068
Bc2070f5f,c2070f5f,B,1.0433201735720878,0.33699861058700376
Bf48d4b9d,f48d4b9d,B,0.24246735654748053,0.08968966189906531
B938906d3,938906d3,B,0.24994498166029294,2.4522010694413203
Bb0f1d2f6,b0f1d2f6,B,0.5368713894858956,1.5480615040778747
Bfe326236,fe326236,B,0.6786192851141095,0.1126850386591209
B61a0b133,61a0b133,B,1.7591923679316286,3.9960714187092066
Bab6687ca,ab6687ca,B,0.9506320664239051,0.8183272645863153
B47c16587,47c16587,B,0.5353996315971017,2.9197151901964546
Bc5e3a2f3,c5e3a2f3,B,0.4638274107128382,0.02360930936154963
B6bef4bdd,6bef4bdd,B,1.5582825548986043,0.5923363303521747
Bd138cffd,d138cffd,B,3.0662317944872863,0.8847649742638068
B7f92a633,7f92a633,B,0.21317885415513874,0.17421271971859592
Be9de71e7,e9de71e7,B,0.4986911155283451,0.33742605553631905
B568e9a48,568e9a48,B,1.5072003742839293,3.162365200899686
Ba77dca83,a77dca83,B,2.4757800566634898,0.18276401176501547
B901d56c2,901d56c2,B,1.8222268800342325,0.8024103345174857
Bd66ce513,d66ce513,B,0.8000592048791172,1.756570398275606
B897a230d,897a230d,B,0.40170003240928054,0.3414465113014221
Bfbc693a4,fbc693a4,B,1.4454271196478847,0.06394650451826475
Be7269323,e7269323,B,0.185817514747701,1.1141604170007122
B182729af,182729af,B,4.514388019726038,4.442544908205647
B1a06950b,1a06950b,B,0.3448717459104955,0.29442661034224216
B569c9d81,569c9d81,B,0.3871918790973723,5.747045613802752
B252a021b,252a021b,B,0.36042181961238384,2.8194754794131187
B0a462ddc,0a462ddc,B,0.5149366483092308,3.8347108860971257
B59ac23b6,59ac23b6,B,1.7573168407285455,0.7623442566300753
B360fdfe5,360fdfe5,B,0.5157758416607976,2.686064009044463
B769ca92e,769ca92e,B,1.1228542932820442,0.9706624443671289
B76241ad7,76241ad7,B,0.9749208129522325,0.7968611278241425
B993d435d,993d435d,B,1.0345275308516744,0.2956296540341917
B94964e75,94964e75,B,0.34724342497065663,0.586793427844985
B10c8e0a7,10c8e0a7,B,0.5130865164101124,1.093587931290973
Ba2a3a1da,a2a3a1da,B,1.410453751737648,0.19513855527170265
B7112e21b,7112e21b,B,1.3732549165886763,0.3082095717603904
B7f2fb689,7f2fb689,B,3.2021672600380566,0.13611878492188972
B8f66609d,8f66609d,B,3.2039548902023323,1.989864656544321
B96d98279,96d98279,B,2.131192130841947,0.8614039854061587
B5d20deaf,5d20deaf,B,0.332489681430161,0.06536316131000415
Bf6d785e6,f6d785e6,B,0.5233794143423438,8.068984104275266e-4
Ba48dbbc3,a48dbbc3,B,0.8903951017977528,1.1951406473079171
Bff01dea3,ff01dea3,B,0.4820230114273727,1.640724325110485
B3beff8c6,3beff8c6,B,0.3667787257581949,2.8099819119011014
B31d46904,31d46904,B,0.23964409284240393,0.5420781746189858
B93f7aa1b,93f7aa1b,B,1.293724694247258,0.13418974824515587
B01f2556f,01f2556f,B,2.2310445898338505,0.4924061044233169
Bc9058ead,c9058ead,B,1.8305729421878103,0.26956393898985925
B4c63b35a,4c63b35a,B,0.06750973593443632,0.6122331461175811
B71a7cbd9,71a7cbd9,B,0.34377799602225423,3.6047232874012884
B813bda2e,813bda2e,B,0.20324143953621387,0.7593051612917351
B29813c1e,29813c1e,B,0.022056412417441607,0.7879385609965744
Bd6103fdb,d6103fdb,B,0.3175389519892633,1.5553189811260926
Be2341c24,e2341c24,B,0.6646732478402555,0.497518333449231
B61fc059d,61fc059d,B,1.339109606998873,0.10469331557946343
B177b3f3c,177b3f3c,B,1.139272017362428,0.34937690946255257
B20105baf,20105baf,B,2.2817819433889155,0.062483656015783214
B80e81c4b,80e81c4b,B,0.3453751001507044,0.43685385283601813
B3965b5f4,3965b5f4,B,0.8231499660340073,1.808874814112008
B065469e7,065469e7,B,2.06149133658948,1.038523614028394
B5106490c,5106490c,B,0.004036406986415386,0.14163610835202095
B8881659d,8881659d,B,0.08600198059077692,1.0380392151449138
Bb630ad89,b630ad89,B,1.6065483725720886,0.5117132678899073
B14665cdd,14665cdd,B,1.4277283846491817,2.375598636427844
B4ebc2da4,4ebc2da4,B,0.01352907158434391,0.32910436693338735
B3a4023bb,3a4023bb,B,1.3498424822044495,0.4948833508575562
B30c73efd,30c73efd,B,3.7399976158276806,0.386853482761147
B881d7270,881d7270,B,0.3718416136689484,0.30300404144923765
B59e7d00c,59e7d00c,B,1.1925536961805943,1.547218900425482
B94facbad,94facbad,B,0.9005678840987495,0.8761895449399918
Bfad20640,fad20640,B,1.3077792720449093,0.7717775543362416
Bd9d7a7a6,d9d7a7a6,B,0.9380001462575914,0.6686973385496328
B175e1c6c,175e1c6c,B,0.233440826668651,0.2479544967223892
Bcda03215,cda03215,B,4.653035271660758,0.056415556988773735
B1baa25f5,1baa25f5,B,0.37506758454021955,0.1577472884705029
B81c29d00,81c29d00,B,0.41091512935236096,0.17184065811920604
B437b2457,437b2457,B,0.04698414355516434,1.4269633705344054
B118b11b7,118b11b7,B,1.0453426772308472,0.973031813340963
B3663d32f,3663d32f,B,0.8106892304074885,0.7086339282825979
